impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-096921,A520738,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520738,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,4 YEARS,Neutered Male,Miniature Pinscher,Black / Tan,02/19/2017 12:00:00 AM,Received on,20000 SE 400TH ST,ENUMCLAW,WA,98022,KING COUNTY,47.242778,-122.074892,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520738,Image Copyright HLP Inc. 2017,"20000 SE 400TH ST
ENUMCLAW, WA 98022
(47.242778, -122.074892)","Received on: 2017-02-19<p></p> Found Near: 20000 SE 400TH ST, ENUMCLAW WA 98022<p></p> Description: Black / Tan Neutered Male Miniature Pinscher Dog<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096918,A520729,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520729,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rocky,Dog,NO AGE,Male,Chihuahua - Smooth Coated,Brown / Black,02/19/2017 12:00:00 AM,Received on,13000 SE 84TH WAY,NEWCASTLE,WA,98056,NEWCASTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520729,Image Copyright HLP Inc. 2017,"13000 SE 84TH WAY
NEWCASTLE, WA 98056
","Received on: 2017-02-19<p></p> Found Near: 13000 SE 84TH WAY, NEWCASTLE WA 98056<p></p> Description: Brown / Black Male Chihuahua - Smooth Coated Dog<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096977,A521133,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678621,LOST,Prince,Dog,,Male,Finnish Spitz,Unknown,02/23/2017 12:00:00 AM,Date Lost,17600 SE 188TH PL,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678621,Image Copyright HLP Inc. 2017,"17600 SE 188TH PL
RENTON, WA 98058
",
K17-097010,A521213,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Gray Tabby,02/25/2017 12:00:00 AM,Received on,19200 73RD AVE NE,KENMORE,WA,98028,KENMORE,47.768438,-122.24232,,Image Copyright HLP Inc. 2017,"19200 73RD AVE NE
KENMORE, WA 98028
(47.768438, -122.24232)","Received on: 2017-02-25<p></p> Found Near: 19200 73RD AVE NE, KENMORE WA 98028<p></p> Description: Gray Tabby Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-096964,A519474,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A519474,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Abbie,Dog,5 YEARS,Spayed Female,Great Dane,Blue Merle / White,02/22/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519474,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-22<p></p> Description: Blue Merle / White<p></p>  Spayed Female Great Dane Dog<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>My personality color is BLUE.  I am a gentle and loving dog who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>I would do best in a home with older children.<p></p> Adoption Fee: $200.00<p></p>"
K17-096941,A520760,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520760,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Female,Domestic Shorthair,Black / White,02/21/2017 12:00:00 AM,Received on,3900 S 238TH ST,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520760,Image Copyright HLP Inc. 2017,"3900 S 238TH ST
KENT, WA 98032
","Received on: 2017-02-21<p></p> Found Near: 3900 S 238TH ST, KENT WA 98032<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-094395,A509871,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Gertie,Cat,10 YEARS,Spayed Female,Domestic Longhair,Black,10/16/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A509871,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-10-16<p></p> Description: Black Spayed Female Domestic Longhair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K17-097035,A520564,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520564,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Cupid,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Black,02/27/2017 12:00:00 AM,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520564,Image Copyright HLP Inc. 2017,"17200 SOUTHCENTER PKWY 100
TUKWILA, WA 98188
(47.449119, -122.25821)","Received on: 2017-02-27<p></p> Description: Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096963,A520981,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1678290,LOST,Chub Chubs,Cat,,Male,Domestic Shorthair,Unknown,02/20/2017 12:00:00 AM,Date Lost,SE 384TH STREET & 304TH AVENUE SE,ENUMCLAW,WA,98022,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1678290,Image Copyright HLP Inc. 2017,"SE 384TH STREET &amp; 304TH AVENUE SE
ENUMCLAW, WA 98022
",
K17-096638,A519939,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A519939,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 MONTHS,Male,Domestic Shorthair,White / Gray,02/03/2017 12:00:00 AM,Received on,20600 SE 291ST PL,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519939,Image Copyright HLP Inc. 2017,"20600 SE 291ST PL
KENT, WA 98042
","Received on: 2017-02-03<p></p> Found Near: 20600 SE 291ST PL, KENT WA 98042<p></p> Description: White / Gray Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096648,A519948,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1670139,LOST,Cooper,Dog,,Male,Pomeranian,Unknown,02/03/2017 12:00:00 AM,Date Lost,13700 NE 76TH & 80TH PL,REDMOND,WA,98052,REDMOND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1670139,Image Copyright HLP Inc. 2017,"13700 NE 76TH &amp; 80TH PL
REDMOND, WA 98052
",
K17-096778,A520436,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520436,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Joey,Dog,8 MONTHS,Neutered Male,Pit Bull / Mix,Black / White,02/13/2017 12:00:00 AM,Received on,21600 117TH PL SE,KENT,WA,98031,KENT,47.408478,-122.1842,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520436,Image Copyright HLP Inc. 2017,"21600 117TH PL SE
KENT, WA 98031
(47.408478, -122.1842)","Received on: 2017-02-13<p></p> Found Near: 21600 117TH PL SE, KENT WA 98031<p></p> Description: Black / White Neutered Male Pit Bull / Mix Dog<p></p> Age: 8 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096776,A520357,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520357,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Petunia,Dog,1 YEAR 6 MONTHS,Spayed Female,Dachshund / Chihuahua - Smooth Coated,Blue Merle,02/13/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520357,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-02-13<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Blue Merle Spayed Female Dachshund / Chihuahua - Smooth Coated Dog<p></p> Age: 1 YEAR 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096935,A312892,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A312892,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Manley,Cat,7 YEARS,Neutered Male,Domestic Mediumhair,Brn Tabby / White,02/21/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A312892,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-21<p></p> Description: Brn Tabby / White<p></p>  Neutered Male Domestic Mediumhair Cat<p></p> Age: 7 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Manley and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on 02/21/17 because they were moving.  I lived in a home with a Chihuahua.  My previous owner described me as calm. <p></p><p></p>My personality color is a mixture of GREEN and BLUE.  I am an adaptable cat who loves to go with the flow!  I am outgoing and carefree, and I just can't wait to find my forever home! But I am nervous in this new environment but I'm adjusting well and hanging out with other cats. My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096974,A521130,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A521130,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diamond,Dog,2 YEARS,Spayed Female,Siberian Husky,White / Black,02/23/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521130,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-23<p></p> Description: White / Black<p></p>  Spayed Female Siberian Husky Dog<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Diamond and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on 02/23/2017 because I was not getting along with the children in the home. My previous owner described me as shy and loving.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving dog who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p>My caregivers have noticed that I seem to do well with other large dogs.  When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>I would do best in a home with older children or no children.<p></p> Adoption Fee: $225.00<p></p>"
K17-096958,A520949,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520949,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Barney,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Black,02/22/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520949,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-22<p></p> Description: Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi, my name is Barney and I'm at the Eastside Pet Adoption Center inside the Kirkland Petco waiting for a new home.  You can also find me by my ID #A520949.<p></p><p></p>I was brought in by a good samaritan on February 22, 2017. My caregivers have noticed that I am initially very shy in this environment and seem very timid. Based on my history I may have never had a family to call my own and new people and places can be quite scary. Once you start petting me, I begin to warm up and relax. Staff here feels with a calm, patient, and loving owner I will soon bond to a person and show my truly sweet and loving side.<p></p><p></p>I am looking for a family that will allow me the time and love to become comfortable and show me that it is safe to come out of my shell. I would do best in a home with older, respectful children that will be gentle with me and show me that people are a source of pets and love!<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I'd love to meet you! Come meet me today at the Eastside Pet Adoption Center inside the Kirkland Petco, or call (425) 406-8081 to learn more about me!<p></p> Adoption Fee: $30.00<p></p>"
K17-096725,A520217,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520217,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Momma,Cat,6 YEARS,Spayed Female,Domestic Longhair,Black / White,02/08/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520217,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-02-08<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 6 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K17-096682,A520130,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1671917,LOST,Archie,Dog,,Male,Pekingese,Unknown,02/06/2017 12:00:00 AM,Date Lost,EDMONDS AVENUE NE & NE 7TH ST,RENTON,WA,98056,RENTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1671917,Image Copyright HLP Inc. 2017,"EDMONDS AVENUE NE &amp; NE 7TH ST
RENTON, WA 98056
",
K17-096413,A519039,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A519039,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rex,Dog,3 YEARS,Neutered Male,Pit Bull,Br Brindle,01/22/2017 12:00:00 AM,Received on,700 5TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519039,Image Copyright HLP Inc. 2017,"700 5TH AVE S
KENT, WA 98032
","Received on: 2017-01-22<p></p> Found Near: 700 5TH AVE S, KENT WA 98032<p></p> Description: Br Brindle Neutered Male Pit Bull Dog<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-093403,A494597,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Sno,Cat,17 YEARS,Spayed Female,Domestic Shorthair,White,09/14/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A494597,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2016-09-14<p></p> Description: White Spayed Female Domestic Shorthair Cat<p></p> Age: 17 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! At 17 years old, I am looking for that purrfect companion who would like to have me as their only pet and provide me with a warm, comfortable home for the rest of my life. No kids, please - they are far too rambunctious for a girl my age! I do have a medical issue not uncommon for cats my age; our vet staff can tell you more. If you would love to have a cat and have a special place in your heart for seniors, I would love to meet you!<p></p>Adoption Fee: $30.00<p></p>"
K16-091267,A500367,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Norma,Cat,15 YEARS,Spayed Female,Domestic Shorthair,Dilute Tor,07/12/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A500367,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-07-12<p></p> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p></p> Age: 15 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K17-096996,A521196,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521196,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Male,Terrier,Black / Brown,02/25/2017 12:00:00 AM,Received on,25000 34TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521196,Image Copyright HLP Inc. 2017,"25000 34TH AVE S
KENT, WA 98032
","Received on: 2017-02-25<p></p> Found Near: 25000 34TH AVE S, KENT WA 98032<p></p> Description: Black / Brown Male Terrier Dog<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096902,A520716,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520716,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Usher,Dog,10 YEARS,Neutered Male,Chihuahua - Long Haired,Black,02/18/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520716,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-18<p></p> Description: Black<p></p>  Neutered Male Chihuahua - Long Haired Dog<p></p> Age: 10 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi!  My name is Usher and I am available for adoption at the Eastside Pet Adoption Center inside the Kirkland Petco. You can also find me by my animal ID #520716.<p></p><p></p>I was brought in by my previous owner, with my friends Lala #A520717 and Rico #A520715, on February 18, 2017 because they could no longer care for us. I lived in a home with other small dogs and older children. My previous owner described me as shy at first but very loving!<p></p><p></p>I want to be your co-pilot! I love following my people around and looking for a chance to curl up in your lap!<p></p><p></p>My personality color is BLUE.  I am a gentle and loving dog who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I'd love to meet you! Come meet me today at the Eastside Pet Adoption Center inside the Kirkland Petco, or call (425) 406-8081 to learn more about me!<p></p> Adoption Fee: $150.00<p></p>"
K16-093347,A506784,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Smokey,Cat,10 YEARS,Neutered Male,Domestic Mediumhair,Gray / White,09/13/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A506784,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-09-13<p></p> Description: Gray / White Neutered Male Domestic Mediumhair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K17-096400,A519022,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664571,LOST,Ozzie,Cat,,Male,Domestic Longhair,Unknown,01/19/2017 12:00:00 AM,Date Lost,164TH PL NE & NE 30TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664571,Image Copyright HLP Inc. 2017,"164TH PL NE &amp; NE 30TH ST
",
K17-096983,A521161,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,1 YEAR,Male,Domestic Shorthair,Black,02/24/2017 12:00:00 AM,Received on,11700 62ND AVE S,SEATTLE,WA,98178,KING COUNTY,,,,Image Copyright HLP Inc. 2017,"11700 62ND AVE S
SEATTLE, WA 98178
","Received on: 2017-02-24<p></p> Found Near: 11700 62ND AVE S, SEATTLE WA 98178<p></p> Description: Black Male Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p>"
K16-095441,A513223,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Sophie,Cat,13 YEARS,Spayed Female,Siamese / Mix,Gray / White,11/29/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A513223,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-11-29<p></p> Description: Gray / White Spayed Female Siamese / Mix Cat<p></p> Age: 13 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K17-096737,A520256,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520256,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Candy,Dog,12 YEARS,Spayed Female,Chihuahua - Smooth Coated,Black / White,02/09/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520256,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-09<p></p> Description: Black / White<p></p>  Spayed Female Chihuahua - Smooth Coated Dog<p></p> Age: 12 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi, my name is Candy and I'm at the Eastside Pet Adoption Center in the Kirkland Petco waiting for a new home.  You can also find me by my ID #A520256.  I'm only 12 years old! While some may be dissauded by my age, I feel it has only given me more time to become the most perfect companion!<p></p><p></p>I was brought in by my previous owner on February 9, 2017 because they could no longer care for me. I came in with another Chihuahua mix and have made dog friends very easily while at the shelter.<p></p><p></p>My caregivers have discovered that I am a very sweet, older lady. I love to spend my time indoors on any lap I can find! I also walk very nicely on a leash and love to get out and roll around in the grass or dirt on my back! I am a very sweet and goofy girl!<p></p><p></p>I have received an examination by a veterianian at the shelter. They discovered that due to my age, my teeth are also not the best and I will need continued dental care but I did receive a dental cleaning with multiple extractions while at the shelter.<p></p><p></p>I am looking for a calm and quiet household to spend my golden years in! My caregivers are recommending gentle and respectful children in my new family due to my size and initial shyness.<p></p><p></p>I'd love to meet you! Come meet me today at the Eastside Pet Adoption Center inside the Kirkland Petco, or call (425) 406-8081 to learn more about me!<p></p> Adoption Fee: $100.00<p></p>"
K17-096437,A519127,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A519127,Cat & Kaboodle,John,Cat,6 YEARS,Neutered Male,Domestic Shorthair,Black / White,01/23/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519127,Image Copyright HLP Inc. 2017,,Received on: 2017-01-23<p></p> Description: Black / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 6 YEARS<p></p> Current Location: Cat &amp; Kaboodle<p></p><p></p> Adoption Fee: $30.00<p></p>
K17-096830,A486396,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A486396,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Blue,Cat,7 YEARS,Neutered Male,Domestic Shorthair,Orange / Buff,02/15/2017 12:00:00 AM,Received on,11400 SE 214TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A486396,Image Copyright HLP Inc. 2017,"11400 SE 214TH ST
KENT, WA 98031
","Received on: 2017-02-15<p></p> Found Near: 11400 SE 214TH ST, KENT WA 98031<p></p> Description: Orange / Buff Neutered Male Domestic Shorthair Cat<p></p> Age: 7 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096470,A519273,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1666051,In Public Home,,Cat,,Male,Domestic Shorthair,Brown / Black,01/24/2017 12:00:00 AM,Date Found,BROOKLYN AVENUE NE & NE 43RD ST,SEATTLE,WA,98105,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1666051,Image Copyright HLP Inc. 2017,"BROOKLYN AVENUE NE &amp; NE 43RD ST
SEATTLE, WA 98105
",
